0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.1015625,0.0,0.0
0.0,-0.109375,0.0,0.0
0.0,-0.1171875,0.0,0.0
0.0,-0.140625,0.0,0.0
0.0,-0.140625,0.0,0.0
0.0,-0.1484375,0.0,0.0
0.0,-0.1796875,0.0,0.0
0.0,-0.1796875,0.0,0.0
0.0,-0.1875,0.0,0.0
0.0,-0.1953125,0.0,0.0
0.0,-0.21875,0.0,0.0
0.0,-0.2265625,0.0,0.0
0.0,-0.25,0.0,0.0
0.0,-0.2890625,0.0,0.0
0.0,-0.3046875,0.0,0.0
0.0,-0.3125,0.0,0.0
0.0,-0.3125,0.0,0.0
0.0,-0.3125,0.0,0.0
0.0,-0.3359375,0.0,0.0
0.0,-0.359375,0.0,0.0
0.0,-0.390625,0.0,0.0
0.0,-0.3984375,0.0,0.0
0.0,-0.40625,0.0,0.0
0.0,-0.4296875,0.0,0.0
0.0,-0.4453125,0.0,0.0
0.0,-0.4609375,0.0,0.0
0.0,-0.46875,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.4921875,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.484375,0.0,0.0
0.0,-0.46875,0.0,0.0
0.0,-0.4296875,0.0,0.0
0.0,-0.359375,0.0,0.0
0.0,-0.2734375,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
